book_id,genre
45,"['Star Wars', 'Science Fiction', 'Fiction', 'Fantasy', 'Adventure', 'Space Opera', 'Science Fiction Fantasy']"
46,"['Horror', 'Fiction', 'Thriller', 'Suspense', 'Mystery', 'Mystery Thriller', 'Coming Of Age']"
47,"['Fiction', 'Short Stories', 'Algeria', 'Africa', 'France', 'Feminism', 'African Literature']"
48,"['Fiction', 'Feminism', 'LGBT', 'Lesbian', 'Queer', 'Science Fiction', 'Gender']"
49,"['Fiction', 'China', 'Historical Fiction', 'Short Stories', 'Asian Literature', 'Historical', 'School']"
50,"['Fiction', 'Historical Fiction', 'Classics', 'Australia', 'Novels', 'Literary Fiction', 'Literature']"
51,"['Horror', 'Fantasy', 'Fiction', 'Thriller', 'Mystery', 'Magic', 'Supernatural']"
52,"['Mystery', 'Fiction', 'Detective', 'Crime', 'Mystery Thriller', 'Thriller', 'Hard Boiled']"
53,"['Childrens', 'Fiction', 'Young Adult', 'Middle Grade', 'Humor', 'Realistic Fiction', 'Classics']"
54,"['Short Stories', 'Africa', 'Fiction', 'South Africa', 'Literature', 'Nobel Prize', '20th Century']"
55,"['Thriller', 'Fiction', 'Historical Fiction', 'Action', 'Historical', 'Adventure', 'Mystery']"
56,"['Picture Books', 'Animals', 'Childrens', 'Humor', 'Fiction', 'Fantasy', 'School']"
57,"['Fiction', 'Horror', 'Young Adult', 'Romance', 'Gothic', 'Drama', 'Thriller']"
58,"['Fantasy', 'Horror', 'Fiction', 'Ghosts', 'Science Fiction', 'Supernatural', 'Paranormal']"
59,"['Fantasy', 'Fiction', 'Childrens', 'Middle Grade', 'Young Adult', 'Animals', 'Classics']"
60,"['Fiction', 'Canada', 'Jewish', 'Canadian Literature', 'Literary Fiction', 'Novels', 'Contemporary']"
61,"['Fiction', 'India', 'Historical Fiction', 'Indian Literature', 'Asia', 'Literature', 'Literary Fiction']"
62,"['Young Adult', 'Childrens', 'Fiction', 'Middle Grade', 'Realistic Fiction', 'Juvenile', 'Teen']"
63,"['Science Fiction', 'Fiction', 'Dystopia', 'Post Apocalyptic', 'Robots', 'Speculative Fiction', 'Science Fiction Fantasy']"
64,"['History', 'Nonfiction', 'Biography', 'Military Fiction', 'World War II', 'Memoir', 'War']"
65,"['Historical Fiction', 'Fiction', 'Africa', 'Historical', 'South Africa', 'Novels', 'Classics']"
66,"['Travel', 'Nonfiction', 'Memoir', 'Australia', 'Adventure', 'Biography', 'Nature']"
67,"['Nonfiction', 'Biography', 'Japan', 'Essays', 'France', 'Literature', 'Japanese Literature']"
68,"['Art', 'Nonfiction', 'Art History', 'History', 'Design', 'Reference', 'Philosophy']"
69,"['Picture Books', 'Childrens', 'Fiction', 'Fantasy', 'Animals', 'Classics', 'Middle Grade']"
70,"['Historical Fiction', 'Fiction']"
71,"['Picture Books', 'Childrens', 'Fables', 'Fiction', 'Animals', 'Classics', 'Fantasy']"
72,"['Mystery', 'Fiction', 'Crime', 'Thriller', 'Mystery Thriller', 'Politics', 'Historical Fiction']"
73,"['Picture Books', 'Childrens', 'Fiction', 'Animals', 'Fantasy', 'Classics', 'Short Stories']"
74,"['Horror', 'Fiction', 'Thriller', 'Fantasy', 'Science Fiction', 'Mystery', 'Paranormal']"
75,"['Photography', 'Art', 'Nonfiction', 'Philosophy', 'Theory', 'Essays', 'France']"
76,"['Historical Fiction', 'Fiction', 'Historical', 'Adventure', 'Fantasy', 'Thriller', 'Novels']"
77,"['Poetry', 'Ireland', 'Irish Literature', 'Fiction', 'Literature', '20th Century']"
78,"['Science Fiction', 'Fiction', 'Fantasy', 'Science Fiction Fantasy', 'Time Travel', 'Speculative Fiction', 'Adventure']"
79,"['Fiction', 'Feminism', 'Classics', 'Novels', 'African American', 'Race', 'Literature']"
80,"['Mystery', 'Fiction', 'Crime', 'Thriller', 'British Literature', 'Suspense', 'Mystery Thriller']"
81,"['Mystery', 'Crime', 'International', 'Fiction']"
82,"['Mystery', 'Fiction', 'Cozy Mystery', 'Humor', 'Crime', 'Mystery Thriller', 'Historical Fiction']"
83,"['Romance', 'Fiction', 'Chick Lit', 'Contemporary Romance', 'Contemporary', 'Historical Fiction', 'Historical']"
84,"['Picture Books', 'Childrens', 'Fiction', 'Humor']"
85,"['Fiction', 'Thriller', 'Action', 'Mystery', 'Adventure', 'Suspense', 'Japan']"
86,"['Mystery', 'Childrens', 'Fiction', 'Chapter Books', 'Middle Grade', 'Juvenile', '2nd Grade']"
87,"['Politics', 'Nonfiction', 'Philosophy', 'Libya', 'History', 'Africa', 'Theory']"
88,"['Science Fiction', 'Short Stories', 'Fiction', 'Fantasy', 'Anthologies', 'Adventure', 'American']"
89,"['History', 'Religion', 'Nonfiction', 'LGBT', 'Queer', 'Christianity', 'Sexuality']"
90,"['Mystery', 'Childrens', 'Chapter Books', 'Fiction', 'Middle Grade', 'Juvenile', 'School']"
91,"['Mystery', 'Childrens', 'Fiction', 'Middle Grade', 'Historical Fiction', 'Young Adult', 'Juvenile']"
92,"['Humor', 'Fiction', 'Short Stories', 'Comedy', 'American', 'Essays', 'Literature']"
93,"['Horror', 'Fiction', 'Gothic', 'Thriller', 'Historical Fiction', 'Paranormal', 'Fantasy']"
94,['Politics']
95,"['Science Fiction', 'Fiction', 'Space Opera', 'Science Fiction Fantasy', 'Fantasy', 'Aliens', 'Adventure']"
96,"['Fiction', 'Young Adult', 'Childrens', 'Canada', 'Humor', 'Juvenile', 'Boarding School']"
97,"['Fiction', 'Historical Fiction', 'Military Fiction', 'Southern', 'Classics', 'Coming Of Age', 'Literature']"
98,"['Fiction', 'Music', 'Historical Fiction', 'Mystery']"
99,['Graphic Novels']
100,"['Horror', 'Fiction', 'Thriller', 'Suspense', 'Animals', 'Audiobook', 'Adult']"
101,"['Fiction', 'Contemporary', 'Literature', 'Classics', 'Literary Fiction', 'Novels', 'American']"
102,"['Mystery', 'Fiction', 'Thriller', 'Crime', 'Russia', 'Mystery Thriller', 'Espionage']"
103,"['Horror', 'Fiction', 'Thriller', 'Crime', 'Mystery', 'Mystery Thriller', 'Suspense']"
104,"['Fiction', 'Magical Realism', 'Classics', 'India', 'Historical Fiction', 'Fantasy', 'Literature']"
105,"['Childrens', 'Fiction', 'Middle Grade', 'Realistic Fiction', 'Classics', 'Young Adult', 'Chapter Books']"
106,"['Poetry', 'Childrens', 'Classics', 'Fiction', 'Humor', 'Young Adult', 'Picture Books']"
107,"['Fiction', 'Classics', 'Magical Realism', 'School', 'Literature', 'Spanish Literature', 'Novels']"
108,"['Nonfiction', 'Animals', 'Biography', 'Memoir', 'Classics', 'Humor', 'Autobiography']"
109,"['Historical Fiction', 'Fiction', 'Historical', 'Asia', 'China', 'Adventure', 'Thriller']"
110,"['Horror', 'Short Stories', 'Fiction', 'Childrens', 'Young Adult', 'Middle Grade', 'Paranormal']"
111,"['Science Fiction', 'Fiction', 'Fantasy', 'Science Fiction Fantasy', 'Classics', 'Space Opera', 'Audiobook']"
112,"['Mystery', 'Historical Fiction', 'Fiction', 'Historical', 'Crime', 'Medieval', 'Historical Mystery']"
113,"['Mystery', 'Historical Fiction', 'Fiction', 'Historical', 'Crime', 'Medieval', 'Historical Mystery']"
114,"['Fantasy', 'Science Fiction', 'Fiction', 'Science Fiction Fantasy', 'Speculative Fiction', 'Novels', 'Classics']"
115,"['Picture Books', 'Childrens', 'Fantasy', 'Fiction', 'Adventure', 'Classics', 'Animals']"
116,"['Horror', 'Nonfiction', 'Writing', 'Essays', 'Reference', 'Books About Books', 'Biography']"
117,"['Fantasy', 'Childrens', 'Classics', 'Fiction', 'Swedish Literature', 'Middle Grade', 'Adventure']"
118,"['Fiction', 'Historical Fiction', 'Literature', 'Novels', 'Latin American', 'Nobel Prize', 'Classics']"
119,"['Fiction', 'Classics', 'African American', 'Novels', 'Literary Fiction', 'Literature', 'American']"
120,"['Mystery', 'Fiction', 'Detective', 'Crime', 'Mystery Thriller', 'Thriller', 'Audiobook']"
121,"['Fiction', 'Classics', 'American', 'Novels', 'Literature', 'Literary Fiction', '20th Century']"
122,"['Mystery', 'Historical Fiction', 'Fiction', 'Historical', 'Egypt', 'Historical Mystery', 'Audiobook']"
123,"['Nonfiction', 'Self Help', 'Relationships', 'Psychology', 'Marriage', 'Christian', 'Personal Development']"
124,"['Fiction', 'Africa', 'South Africa', 'Historical Fiction', 'Nobel Prize', 'Novels', 'Literature']"
125,"['Science', 'Nonfiction', 'History', 'Psychology', 'Anthropology', 'Biology', 'Evolution']"
126,"['Fantasy', 'Fiction', 'Magical Realism', 'Novels', 'Science Fiction Fantasy', 'Unfinished', 'Science Fiction']"
127,"['Fantasy', 'Fiction', 'Historical Fiction', 'Science Fiction', 'Historical', 'Horror', 'Science Fiction Fantasy']"
128,"['Fiction', 'Thriller', 'Mystery', 'Suspense', 'Mystery Thriller', 'Crime', 'Espionage']"
129,"['Historical Fiction', 'Fiction', 'Historical', 'War', 'Adventure', 'Military Fiction', 'Action']"
130,"['Historical Fiction', 'Fiction', 'Historical', 'War', 'Adventure', 'Military Fiction', 'Action']"
131,"['Mystery', 'Fiction', 'Detective', 'Crime', 'Mystery Thriller', 'Thriller', 'Hard Boiled']"
132,"['Fiction', 'Humor', 'Southern', 'Historical Fiction', 'Chick Lit', 'Adult Fiction', 'Coming Of Age']"
133,"['Science', 'Nonfiction', 'Biology', 'Evolution', 'Essays', 'Natural History', 'History']"
134,"['Short Stories', 'Fiction', 'Classics', 'American', 'Literature', 'Contemporary', 'Literary Fiction']"
135,"['Nonfiction', 'Memoir', 'Biography', 'Autobiography', 'Poetry', 'Classics', 'African American']"
136,"['History', 'Biography', 'Nonfiction', 'American History', 'Presidents', 'Biography Memoir', 'Politics']"
137,"['Horror', 'Fiction', 'Thriller', 'Suspense', 'Audiobook', 'Mystery', 'American']"
138,"['Mystery', 'Fiction', 'Crime', 'Mystery Thriller', 'Christmas', 'British Literature', 'Detective']"
139,"['Fiction', 'Fantasy', 'Literature', 'Novels', 'Classics', 'Egypt', 'Historical Fiction']"
140,"['Fiction', 'Canada', 'Literary Fiction', 'Classics', 'Literature', 'Novels', 'Canadian Literature']"
141,"['Fantasy', 'Science Fiction', 'Fiction', 'Science Fiction Fantasy', 'Sci Fi Fantasy', 'Speculative Fiction', 'Paranormal']"
142,"['Mystery', 'Crime', 'Fiction', 'British Literature', 'Detective', 'Mystery Thriller', 'Thriller']"
143,"['Horror', 'Fiction', 'Fantasy', 'Vampires', 'Thriller', 'Historical Fiction', 'Supernatural']"
144,"['Science Fiction', 'Fiction', 'Space Opera', 'Hugo Awards', 'Science Fiction Fantasy', 'Space', 'Speculative Fiction']"
145,"['Fiction', 'Historical Fiction', 'Canada', 'Japan', 'Historical', 'School', 'Classics']"
146,"['Picture Books', 'Childrens', 'Geography', 'Travel', 'International', 'History', 'British Literature']"
147,"['Horror', 'Fiction', 'Thriller', 'Fantasy', 'Audiobook', 'Novels', 'Supernatural']"
148,"['Fiction', 'Novels', 'American', 'Literature', 'Literary Fiction', 'Jewish', 'Americana']"
149,"['Nonfiction', 'Science', 'Geology', 'Nature', 'History', 'Natural History', 'Travel']"
150,"['Science Fiction', 'Fiction', 'Fantasy', 'Speculative Fiction', 'British Literature', 'Novels', '20th Century']"
151,"['Africa', 'Nonfiction', 'Nigeria', 'Memoir', 'African Literature', 'Nobel Prize', 'Autobiography']"
152,"['Mystery', 'Fiction', 'Fantasy', 'Humor', 'Crime', 'Noir', 'Detective']"
153,"['Mystery', 'Historical Fiction', 'Historical Mystery', 'Fiction', 'Historical', 'Victorian', 'Mystery Thriller']"
154,"['Fiction', 'Australia', 'Literary Fiction', 'Contemporary', 'Literature', 'Novels', '20th Century']"
155,"['Childrens', 'Fiction', 'Fantasy', 'Middle Grade', 'Humor', 'Young Adult', 'Novels']"
156,"['Nonfiction', 'Banned Books', 'History', 'Holocaust']"
157,"['Poetry', 'Picture Books', 'Childrens', 'Fantasy', 'Juvenile', 'Young Adult', 'Middle Grade']"
158,"['Short Stories', 'Fiction', 'Literature', 'Novels', 'Spanish Literature', 'Latin American', 'Literary Fiction']"
159,"['Fantasy', 'Science Fiction', 'Fiction', 'Humor', 'Comedy', 'Science Fiction Fantasy', 'Novels']"
160,"['Mystery', 'Fiction', 'Crime', 'Thriller', 'Mystery Thriller', 'Suspense', 'Audiobook']"
161,"['Science Fiction', 'Fiction', 'Philosophy', 'Religion', 'Novels', 'Science Fiction Fantasy', 'Fantasy']"
162,"['Fiction', 'Classics', 'Literary Fiction', 'Novels', 'Humor', 'Audiobook', 'British Literature']"
163,"['Nonfiction', 'Memoir', 'Germany', 'German Literature', 'Biography', 'History', 'World War II']"
164,"['Mystery', 'Fiction', 'Thriller', 'Crime', 'Suspense', 'Mystery Thriller', 'Horse Racing']"
165,"['Fiction', 'Adventure', 'Thriller', 'Action', 'Mystery', 'Suspense', 'Mystery Thriller']"
166,"['Business', 'Leadership', 'Nonfiction', 'Management', 'Self Help', 'Personal Development', 'Productivity']"
167,"['Mystery', 'Christmas', 'Cozy Mystery', 'Fiction', 'Canada', 'Holiday', 'Audiobook']"
168,"['Mystery', 'Italy', 'Fiction', 'Crime', 'Mystery Thriller', 'Christmas', 'Detective']"
169,"['Historical Fiction', 'Fiction', 'Historical', 'Adventure', 'Survival', 'American History', 'Westerns']"
170,"['Polish Literature', 'Fiction', 'Poland', 'Classics', 'School', 'Literature', '20th Century']"
171,"['Plays', 'Drama', 'Fiction', 'Theatre', 'Audiobook', 'Classics', 'School']"
172,"['Poetry', 'Feminism', 'LGBT', 'Nonfiction', 'Queer', 'Womens', 'Classics']"
173,"['Fantasy', 'Young Adult', 'Short Stories', 'Fairy Tales', 'Fiction', 'Retellings', 'Romance']"
174,"['Mystery', 'Historical Fiction', 'Historical Mystery', 'Fiction', 'Historical', 'Victorian', 'Crime']"
175,[]
176,[]
177,"['Historical Fiction', 'Fiction', 'Historical', 'Romance', 'Gothic']"
178,"['Business', 'Nonfiction', 'Psychology', 'Self Help', 'Leadership', 'Communication', 'Management']"
179,"['Science', 'Nonfiction', 'Biology', 'Art', 'Evolution', 'Nature', 'Animals']"
180,"['Fantasy', 'Reference', 'Fiction', 'Art', 'Maps', 'High Fantasy', 'Science Fiction Fantasy']"
181,"['Horror', 'Short Stories', 'Fiction', 'Anthologies', 'Collections', 'Fantasy', 'Supernatural']"
182,"['Fiction', 'Horror', 'Young Adult', 'Romance', 'Gothic', 'Thriller', 'Drama']"
183,"['Russia', 'Fiction', 'Historical Fiction', 'War', 'Russian Literature', '20th Century', 'School']"
184,"['Poetry', 'Classics', 'Fiction', 'Feminism', '20th Century', 'American', 'Womens']"
185,"['Poetry', 'Classics', 'Fiction', 'Literature', 'Spanish Literature']"
186,"['Fantasy', 'Sword and Sorcery', 'Fiction', 'Africa', 'Adventure', 'Speculative Fiction', 'Science Fiction']"
187,"['Feminism', 'Short Stories', 'Fairy Tales', 'Fiction', 'Fantasy', 'Folklore', 'Childrens']"
188,"['Fiction', 'German Literature', 'War', 'Germany', 'Novels', 'Historical Fiction', 'World War II']"
189,"['Fiction', 'Russia', 'Russian Literature', 'Literature', 'Novels', '20th Century', 'Classics']"
190,"['Music', 'Humor', 'Poetry', 'Nonfiction', 'Reference']"
191,"['Fantasy', 'Fiction', 'Humor', 'Science Fiction Fantasy', 'Science Fiction', 'Magic', 'High Fantasy']"
192,"['Fiction', 'Science Fiction', 'Literature', 'Fantasy', 'Novels', 'American', 'Dystopia']"
193,"['Mystery', 'Detective']"
194,"['Science Fiction', 'Fiction', 'Anthologies', 'Short Stories']"
195,"['Fiction', 'Thriller', 'Medical', 'Mystery', 'Horror', 'Suspense', 'Science Fiction']"
196,"['Horror', 'Thriller', 'Crime', 'Mystery', 'Fiction', 'Novels', 'Mystery Thriller']"
197,"['Architecture', 'Nonfiction', 'Art', 'History', 'Design', 'Journalism', 'Criticism']"
198,"['Mystery', 'Fiction', 'Humor', 'Crime', 'Mystery Thriller', 'British Literature', 'Italy']"
199,"['Mystery', 'Cozy Mystery', 'Humor', 'Fiction', 'Crime', 'Audiobook', 'Romance']"
200,"['Fiction', 'Historical Fiction', 'Feminism', 'Classics', 'LGBT', 'Historical', 'Queer']"
201,"['Science Fiction', 'Fiction', 'Humor', 'Fantasy', 'Comedy', 'Science Fiction Fantasy', 'Classics']"
202,"['Fantasy', 'Fiction', 'Horror', 'Science Fiction', 'Westerns', 'Audiobook', 'Adventure']"
203,"['Horror', 'Fiction', 'Short Stories', 'Thriller', 'Mystery', 'Fantasy', 'Classics']"
204,"['Fantasy', 'Childrens', 'Fiction', 'Middle Grade', 'Young Adult', 'Humor', 'Classics']"
205,"['History', 'Nonfiction', 'Holocaust', 'War', 'Historical', 'World War II', 'Biography']"
206,"['Fiction', 'Magical Realism', 'Historical Fiction', 'Fantasy', 'Spanish Literature', 'Historical', 'Novels']"
207,"['Fantasy', 'Fiction', 'Historical Fiction', 'Arthurian', 'Mythology', 'Classics', 'Historical']"
208,"['Horror', 'Fiction', 'Science Fiction', 'Dystopia', 'Thriller', 'Audiobook', 'Fantasy']"
209,"['Fantasy', 'Fiction', 'Epic Fantasy', 'Science Fiction Fantasy', 'High Fantasy', 'Adventure', 'Young Adult']"
210,"['Fantasy', 'Young Adult', 'Fiction', 'Romance', 'Adventure', 'Magic', 'Young Adult Fantasy']"
211,"['Science Fiction', 'Fiction', 'Classics', 'Science Fiction Fantasy', 'Space Opera', 'Fantasy', 'Hugo Awards']"
212,"['Science Fiction', 'Fiction', 'Science Fiction Fantasy', 'Classics', 'Space', 'Novels', 'Fantasy']"
213,"['Picture Books', 'Childrens', 'Animals', 'Fiction', 'Kids', 'Storytime', 'Humor']"
214,"['Fantasy', 'Fiction', 'Epic Fantasy', 'High Fantasy', 'Young Adult', 'Science Fiction Fantasy', 'Adventure']"
215,"['Historical Fiction', 'Fiction', 'Fantasy', 'Historical', 'Romance', 'Adventure', 'Prehistoric']"
216,"['Mystery', 'Historical Fiction', 'Fiction', 'Historical', 'Crime', 'Medieval', 'Historical Mystery']"
217,"['Mystery', 'Fiction', 'Crime', 'Mystery Thriller', 'Thriller', 'Audiobook', 'Detective']"
218,"['Historical Fiction', 'Fiction', 'Historical', 'Civil War', 'War', 'Classics', 'Romance']"
219,"['Fiction', 'Japan', 'Historical Fiction', 'Literary Fiction', 'Japanese Literature', 'Novels', 'Contemporary']"
220,"['Childrens', 'Fiction', 'Mystery', 'Animals', 'Fantasy', 'Humor', 'Middle Grade']"
221,"['Fantasy', 'Fiction', 'Epic Fantasy', 'High Fantasy', 'Young Adult', 'Science Fiction Fantasy', 'Adventure']"
222,"['Comics', 'Humor', 'Graphic Novels', 'Fiction', 'Comic Strips', 'Comedy', 'Cartoon']"
223,"['Picture Books', 'Childrens', 'Fiction', 'Classics', 'Nature', 'Realistic Fiction', 'Travel']"
224,"['Mystery', 'Fiction', 'Crime', 'Mystery Thriller', 'Detective', 'British Literature', 'Thriller']"
225,"['Mystery', 'Fiction', 'Crime', 'Westerns', 'Mystery Thriller', 'Audiobook', 'Detective']"
226,"['Fiction', 'Historical Fiction', 'Space', 'Science Fiction', 'Historical', 'Novels', 'Adventure']"
227,"['Historical Fiction', 'Fiction', 'Historical', 'Medieval', 'British Literature', '15th Century', 'Plantagenet']"
228,"['Fiction', 'Historical Fiction', 'Thriller', 'Mystery', 'Suspense', 'Historical', 'Espionage']"
229,"['Philosophy', 'Nonfiction', 'Spirituality', 'Religion', 'Self Help', 'Audiobook', 'Taoism']"
230,"['Fantasy', 'Horror', 'Vampires', 'Fiction', 'Historical Fiction', 'Historical', 'Paranormal']"
231,"['Science', 'Nonfiction', 'History', 'Psychology', 'Anthropology', 'Biology', 'Evolution']"
232,"['Science Fiction', 'Fantasy', 'Fiction', 'Science Fiction Fantasy', 'Romance', 'Space Opera', 'Adventure']"
233,"['Nonfiction', 'History', 'Religion', 'Conspiracy Theories', 'Mystery', 'Historical', 'Christianity']"
234,"['Fiction', 'Contemporary', 'Literary Fiction', 'Novels', 'American', 'Literature', 'Classics']"
235,"['Fantasy', 'Science Fiction', 'Fiction', 'Science Fiction Fantasy', 'Magic', 'Young Adult', 'Adventure']"
236,"['Fantasy', 'Young Adult', 'Fiction', 'Childrens', 'Middle Grade', 'Magic', 'Witches']"
237,"['Fiction', 'Young Adult', 'Humor', 'Comedy', 'Childrens', 'British Literature', 'Contemporary']"
238,"['Fiction', 'Classics', 'American', 'Novels', 'Literature', 'Literary Fiction', '20th Century']"
239,"['Nonfiction', 'Biography', 'Memoir', 'Autobiography', 'Biography Memoir', 'Psychology', 'Mental Health']"
240,"['LGBT', 'Young Adult', 'Romance', 'Fiction', 'Queer', 'Lesbian', 'Contemporary']"
241,"['Fantasy', 'Fiction', 'Epic Fantasy', 'High Fantasy', 'Magic', 'Science Fiction Fantasy', 'Adventure']"
242,"['Comics', 'Humor', 'Graphic Novels', 'Fiction', 'Comedy', 'Comic Strips', 'Graphic Novels Comics']"
243,"['Horror', 'Fiction', 'Thriller', 'Short Stories', 'Audiobook', 'Novella', 'Mystery']"
244,"['Fantasy', 'Science Fiction', 'Fiction', 'Science Fiction Fantasy', 'Speculative Fiction', 'Adventure', 'Paranormal']"
245,"['Fiction', 'Thriller', 'Mystery', 'Suspense', 'Mystery Thriller', 'Romance', 'Drama']"
246,"['Picture Books', 'Childrens', 'Fiction', 'Animals', 'Fantasy', 'Humor', 'Classics']"
247,"['Picture Books', 'Childrens', 'Realistic Fiction', 'Family', 'Fiction', 'Cultural', 'Money']"
248,"['Adventure', 'Fiction', 'Thriller', 'Action', 'Mystery', 'Suspense', 'Mystery Thriller']"
249,"['Mystery', 'Fiction', 'Crime', 'British Literature', 'Detective', 'Audiobook', 'Murder Mystery']"
250,"['Fiction', 'Historical Fiction', 'Historical', 'Horror', 'Fantasy', 'Romance', 'LGBT']"
251,"['Business', 'Leadership', 'Nonfiction', 'Management', 'Self Help', 'Personal Development', 'Productivity']"
252,"['History', 'Nonfiction', 'Latin American', 'Literature', 'Politics', 'Spanish Literature', 'Latin American Literature']"
253,"['Fiction', 'Classics', 'Religion', 'Spain', 'Literature', 'Novels', 'British Literature']"
254,"['Horror', 'Comics', 'Graphic Novels', 'Fiction', 'Short Stories', 'Fantasy', 'Graphic Novels Comics']"
255,"['Westerns', 'Fiction', 'Historical Fiction', 'Adventure', 'Action', 'Novels', 'Historical']"
256,"['Fantasy', 'Science Fiction', 'Fiction', 'Novels', 'Science Fiction Fantasy', 'Speculative Fiction', 'Dying Earth']"
257,"['Fantasy', 'Fiction', 'Epic Fantasy', 'High Fantasy', 'Magic', 'Science Fiction Fantasy', 'Adventure']"
258,"['Fiction', 'Classics', 'Humor', 'Literature', 'Science Fiction', 'Novels', 'American']"
